schema_version,record_type,phase,case,nlat,nlon,exclusive_lmax_mmax,transform,implementation,dtype,batch_size,measurement,status,reason,warmup,repeat,samples_s,median_s,minimum_s,milliseconds_per_batch,milliseconds_per_frame,frames_per_second,module_buffer_bytes,estimated_module_bytes,estimated_initial_peak_bytes,estimated_construction_peak_rss_bytes,constructor_seconds,constructor_peak_allocated_bytes,constructor_peak_reserved_bytes,host_rss_before_construction_bytes,host_rss_after_construction_bytes,host_peak_rss_during_construction_bytes,host_memory_limit_bytes,host_memory_budget_bytes,cuda_device_name,cuda_total_memory_bytes,cuda_allocated_before_input_bytes,cuda_reserved_before_input_bytes,cuda_allocated_before_forward_bytes,cuda_reserved_before_forward_bytes,cuda_peak_allocated_bytes,cuda_peak_reserved_bytes,runtime_extra_allocated_bytes,runtime_extra_reserved_bytes,input_bytes,predicted_peak_bytes,memory_budget_bytes,memory_budget_fraction,source_sha,benchmark_code_sha,worker_pid,worker_returncode,worker_stderr_tail,started_at,finished_at,traceback
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,vector,precomputed_projection,float32,256,forward,skipped_predicted_capacity,previous batch 64 was skipped_predicted_capacity; larger batches not launched,,,,,,,,,,5980262400,17475655680,48915841024,,,,,,,,82463372083,,,,,,,,,,,,20102460212,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,vector,precomputed_projection,float32,512,forward,skipped_predicted_capacity,previous batch 64 was skipped_predicted_capacity; larger batches not launched,,,,,,,,,,5980262400,25980917760,48915841024,,,,,,,,82463372083,,,,,,,,,,,,32987362100,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,721x1440x720,721,1440,720,vector,precomputed_projection,float32,1024,forward,skipped_predicted_capacity,previous batch 64 was skipped_predicted_capacity; larger batches not launched,,,,,,,,,,5980262400,42991441920,48915841024,,,,,,,,82463372083,,,,,,,,,,,,58757165876,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_c_float64_safety_gate,721x1440x720,721,1440,720,vector,precomputed_projection,float64,1,forward,skipped_predicted_capacity,estimated module 11960524800 exceeds CUDA budget 10897797939; predicted CUDA peak 18007234560 exceeds budget 10897797939; estimated construction RSS 96757940224 exceeds host budget 82463372083,,,,,,,,,,11960524800,18007234560,96757940224,,,,,,,,82463372083,,,,,,,,,,,,18007234560,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,361x720x360,361,720,360,scalar,runtime_fold,float32,1,forward,completed,,2,5,"[0.00102935, 0.001003521, 0.001004884, 0.001006276, 0.000998372]",0.001004884,0.000998372,1.0048839999999999,1.0048839999999999,995.1397375219428,187151404,187151408,284885832,2570953088,2.0387963249813765,187152384,190840832,18518016,735531008,1479507968,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,221746688,249561088,233163776,249561088,46011392,58720256,1039680,,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1770803,0,,2026-09-17T19:02:36.121510+00:00,2026-09-17T19:02:39.540184+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,361x720x360,361,720,360,scalar,precomputed_projection,float32,1,forward,completed,,2,5,"[0.00069721, 0.000685659, 0.000684486, 0.00069661, 0.000683475]",0.000685659,0.000683475,0.685659,0.685659,1458.4509209388339,374284800,374284800,565585920,4068020224,6.62931118090637,374284800,375390208,18530304,732377088,3755413504,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,408879104,413138944,411998720,413138944,37713920,37748736,1039680,,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1770879,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:02:40.291156+00:00,2026-09-17T19:02:48.062054+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,361x720x360,361,720,360,vector,runtime_fold,float32,1,forward,completed,,2,5,"[0.002859313, 0.002844695, 0.002894508, 0.002855826, 0.002865194]",0.002859313,0.002844695,2.859313,2.859313,349.7343592674184,374293804,374293808,569758152,4068092288,5.530272228876129,374294528,377487360,18530304,732430336,4861554688,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374294528,377487360,409928704,459276288,432756224,459276288,58461696,81788928,2079360,,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1770955,0,,2026-09-17T19:02:48.746361+00:00,2026-09-17T19:02:55.546742+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,361x720x360,361,720,360,vector,precomputed_projection,float32,1,forward,completed,,2,5,"[0.002492699, 0.002496106, 0.00247775, 0.002479384, 0.002476849]",0.002479384,0.002476849,2.479384,2.479384,403.32598742268243,748569600,748569600,1131171840,7062298624,14.954546021996066,748683264,748683264,18501632,732495872,7160426496,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,748683264,748683264,784317440,807403520,790553088,807403520,41869824,58720256,2079360,,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771031,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:02:56.263204+00:00,2026-09-17T19:03:12.368594+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,481x960x480,481,960,480,scalar,runtime_fold,float32,1,forward,completed,,2,5,"[0.001916274, 0.001830113, 0.001848668, 0.001843077, 0.001911074]",0.001848668,0.001830113,1.848668,1.848668,540.930010147847,443301604,443301608,672340572,4620154688,2.6248008699622005,443301888,446693376,18534400,739545088,2509287424,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,443301888,446693376,478703616,526385152,499685888,526385152,56384000,79691776,1847040,2127790080,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771142,0,,2026-09-17T19:03:13.031324+00:00,2026-09-17T19:03:17.048872+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,481x960x480,481,960,480,scalar,precomputed_projection,float32,1,forward,completed,,2,5,"[0.001523491, 0.001501861, 0.001497793, 0.00149619, 0.001503664]",0.001501861,0.00149619,1.501861,1.501861,665.8405804531844,886579200,886579200,1337256960,8166375424,13.4402788921725,887095296,887095296,18501632,732360704,7879667712,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,887095296,887095296,922497024,941621248,928038912,941621248,40943616,54525952,1847040,2127790080,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771219,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:03:17.804744+00:00,2026-09-17T19:03:32.366449+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,481x960x480,481,960,480,vector,runtime_fold,float32,1,forward,completed,,2,5,"[0.006098594, 0.006102511, 0.006084337, 0.006080801, 0.006089406]",0.006089406,0.006080801,6.089406,6.089406,164.21962996062342,886591204,886591208,1344663132,8166471488,11.052550720982254,887107584,889192448,18505728,732487680,10509049856,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,887107584,889192448,924356096,989855744,964930048,989855744,77822464,100663296,3694080,2127790080,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771295,0,,2026-09-17T19:03:33.042791+00:00,2026-09-17T19:03:45.384893+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,481x960x480,481,960,480,vector,precomputed_projection,float32,1,forward,completed,,2,5,"[0.005788315, 0.005781032, 0.005797312, 0.00577517, 0.005797251]",0.005788315,0.00577517,5.788315,5.788315,172.76184865543775,1773158400,1773158400,2674513920,15259009024,39.58023527706973,1774190592,1774190592,18505728,732545024,12465463296,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1774190592,1774190592,1811439104,1828716544,1822518272,1828716544,48327680,54525952,3694080,2127790080,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771443,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:03:46.136156+00:00,2026-09-17T19:04:26.892372+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,601x1200x600,601,1200,600,scalar,runtime_fold,float32,1,forward,completed,,2,5,"[0.003192404, 0.003176704, 0.003183397, 0.003247807, 0.003186443]",0.003186443,0.003176704,3.186443,3.186443,313.8295585390983,865455004,865455008,1309721712,7997381888,4.321841611992568,866139648,868220928,18595840,732364800,4190285824,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,866139648,868220928,902579200,964689920,934278656,964689920,68139008,96468992,2884800,4154112000,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771630,0,,2026-09-17T19:04:27.604678+00:00,2026-09-17T19:04:33.379352+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,601x1200x600,601,1200,600,scalar,precomputed_projection,float32,1,forward,completed,,2,5,"[0.002851187, 0.002844115, 0.002845106, 0.00283641, 0.00283683]",0.002844115,0.00283641,2.844115,2.844115,351.60322279514014,1730880000,1730880000,2607859200,14920781824,32.78782601794228,1730880000,1732247552,18497536,732364800,11274985472,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1730880000,1732247552,1767319552,1786773504,1775974400,1786773504,45094400,54525952,2884800,4154112000,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771724,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:04:34.064246+00:00,2026-09-17T19:05:07.987932+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,601x1200x600,601,1200,600,vector,runtime_fold,float32,1,forward,completed,,2,5,"[0.011515366, 0.011496261, 0.011471724, 0.011453381, 0.011478427]",0.011478427,0.011453381,11.478427,11.478427,87.11995119191855,1730895004,1730895008,2619420912,14920901888,20.1064094430767,1730895872,1734344704,18501632,732303360,19807653888,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1730895872,1734344704,1770220032,1860173824,1833609216,1860173824,102713344,125829120,5769600,4154112000,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771851,0,,2026-09-17T19:05:08.669806+00:00,2026-09-17T19:05:30.115165+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,601x1200x600,601,1200,600,vector,precomputed_projection,float32,1,forward,completed,,2,5,"[0.011172757, 0.011163681, 0.011223843, 0.011200709, 0.011185721]",0.011185721,0.011163681,11.185721,11.185721,89.39969090950865,3461760000,3461760000,5215718400,28767821824,114.08799862791784,3462397952,3462397952,18501632,778518528,23281799168,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,3462397952,3462397952,3501722112,3537895424,3519809024,3537895424,57411072,75497472,5769600,4154112000,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1771946,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:05:30.804862+00:00,2026-09-17T19:07:26.106851+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,721x1440x720,721,1440,720,scalar,runtime_fold,float32,1,forward,completed,,2,5,"[0.005213984, 0.005164272, 0.005147089, 0.005182204, 0.005144224]",0.005164272,0.005144224,5.164272,5.164272,193.6381352492665,1495083604,1495083608,2259237252,13034410688,7.34751331503503,1495288320,1497366528,18530304,732209152,6709084160,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,1495288320,1497366528,1532996096,1593835520,1578638848,1593835520,83350528,96468992,4152960,7176314880,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1772346,0,,2026-09-17T19:07:26.815259+00:00,2026-09-17T19:07:35.467328+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,721x1440x720,721,1440,720,scalar,precomputed_projection,float32,1,forward,completed,,2,5,"[0.00489039, 0.004838524, 0.004835709, 0.004818797, 0.004816312]",0.004835709,0.004816312,4.835709,4.835709,206.7949084611998,2990131200,2990131200,4501808640,24994791424,54.933488516137004,2990538752,2990538752,18501632,732483584,18902659072,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990538752,2990538752,3028246528,3045064704,3040706048,3045064704,50167296,54525952,4152960,7176314880,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1772441,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:07:36.194265+00:00,2026-09-17T19:08:32.293297+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,721x1440x720,721,1440,720,vector,runtime_fold,float32,1,forward,completed,,2,5,"[0.019509275, 0.019506038, 0.019488486, 0.019494356, 0.019494387]",0.019494387,0.019488486,19.494387,19.494387,51.29681687349287,2990149204,2990149208,4518447492,24994935488,34.81513215508312,2990557696,2992635904,18542592,732454912,33673703424,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,2990557696,2992635904,3032418304,3135242240,3124445696,3135242240,133888000,142606336,8305920,7176314880,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1772661,0,,2026-09-17T19:08:33.094909+00:00,2026-09-17T19:09:09.322857+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_a_resolution,721x1440x720,721,1440,720,vector,precomputed_projection,float32,1,forward,completed,,2,5,"[0.019102261, 0.019094757, 0.019122188, 0.019169016, 0.019093224]",0.019102261,0.019093224,19.102261,19.102261,52.34982392921969,5980262400,5980262400,9003617280,48915841024,191.8924357010983,5981077504,5981077504,18501632,798769152,39674679296,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,5981077504,5981077504,6022938112,6056574976,6048080384,6056574976,67002880,75497472,8305920,7176314880,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1772832,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:09:10.047349+00:00,2026-09-17T19:12:23.219065+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,4,forward,completed,,2,3,"[0.001023456, 0.001023355, 0.001013757]",0.001023355,0.001013757,1.023355,0.25583875,3908.7120305270405,187151404,187151408,297361992,2570953088,1.9786719451658428,187152384,190840832,18542592,736272384,1481883648,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,224865792,287309824,270514688,287309824,83362304,96468992,4158720,524148168,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1773459,0,,2026-09-17T19:12:57.452964+00:00,2026-09-17T19:13:00.731657+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,16,forward,completed,,2,3,"[0.002634063, 0.002625728, 0.002623664]",0.002625728,0.002623664,2.625728,0.164108,6093.548151217491,187151404,187151408,347266632,2570953088,1.9538783999159932,187152384,190840832,18599936,736268288,1480896512,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,237484032,459276288,422039552,459276288,234887168,268435456,16634880,525965722,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1773549,0,,2026-09-17T19:13:01.449720+00:00,2026-09-17T19:13:04.665122+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,64,forward,completed,,2,3,"[0.010350539, 0.010318018, 0.010384783]",0.010350539,0.010318018,10.350539000000001,0.16172717187500002,6183.252872145112,187151404,187151408,546885192,2570953088,1.9627414201386273,187152384,190840832,18538496,736358400,1481277440,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,288192512,1130364928,1018859520,1130364928,831707136,939524096,66539520,1376570573,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1773625,0,,2026-09-17T19:13:05.393437+00:00,2026-09-17T19:13:08.696866+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,128,forward,completed,,2,3,"[0.020888426, 0.020767571, 0.020859813]",0.020859813,0.020767571,20.859813000000003,0.16296728906250002,6136.200741588623,187151404,187151408,813043272,2570953088,1.969920433824882,187152384,190840832,18513920,736374784,1482289152,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,353785856,2059403264,1819701248,2059403264,1632548864,1868562432,133079040,2430179738,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1773701,0,,2026-09-17T19:13:09.367926+00:00,2026-09-17T19:13:12.673594+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,256,forward,completed,,2,3,"[0.042335502, 0.042206682, 0.042300678]",0.042300678,0.042206682,42.300678,0.1652370234375,6051.912453980052,187151404,187151408,1345359432,2570953088,1.9546259709168226,187152384,190840832,18604032,736440320,1481256960,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,487045120,3921674240,3408156672,3921674240,3221004288,3730833408,266158080,4700975924,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1773817,0,,2026-09-17T19:13:13.416977+00:00,2026-09-17T19:13:16.799357+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,512,forward,completed,,2,3,"[0.085079395, 0.084992432, 0.085155386]",0.085079395,0.084992432,85.079395,0.166170693359375,6017.908331388581,187151404,187151408,2409991752,2570953088,1.9877967331558466,187152384,190840832,18530304,736272384,1482022912,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,187152384,190840832,753383424,7635730432,6596579328,7635730432,6409426944,7444889600,532316160,9175459431,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1773899,0,,2026-09-17T19:13:17.557242+00:00,2026-09-17T19:13:21.194581+00:00,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,runtime_fold,float32,1024,forward,skipped_predicted_capacity,corrected adaptive model predicts capacity risk; the prior unmapped-peak run is retained in manifest history,,,,,,,,,,187151408,4539256392,2570953088,,,,,,,,82463372083,,,,,,,,,,,,18076611380,10897797939,0.85,,,,,,,,
sht_bench.torch_bc_resolution_scaling.v1,performance,phase_b_batch,361x720x360,361,720,360,scalar,precomputed_projection,float32,4,forward,completed,,2,3,"[0.000994511, 0.000986467, 0.000992998]",0.000992998,0.000986467,0.9929979999999999,0.24824949999999998,4028.205494875116,374284800,374284800,578062080,4068020224,9.33534641400911,374284800,375390208,18534400,732708864,3731144704,103079215104,82463372083,NVIDIA GeForce RTX 5070,12378112000,374284800,375390208,411998208,429916160,424475136,429916160,50190336,54525952,4158720,635641652,10897797939,0.85,f4cc65515d79d66ff7ab1f02d53518e0b063fc99,8e139a6b7930691ffd6308786abbbfcafcbf4d8a,1774058,0,"/home/albert/sht_bench/scripts/torch_bc_resolution_scaling.py:781: UserWarning: Complex modules are a new feature under active development whose design may change, and some modules might not work as expected when using complex tensors as parameters or buffers. Please file an issue at https://github.com/pytorch/pytorch/issues/new?template=bug-report.yml if a complex module does not work as expected.
  module = module.to(device=device, dtype=target_dtype).eval()
",2026-09-17T19:13:25.710459+00:00,2026-09-17T19:13:36.175111+00:00,
